ANNO;TRIMESTRE;MES_DEL_TRIMESTRE;ID_EMPRESA;EMPRESA;INGRESOS_TOTALES;INGRESOS_POSPAGO;INGRESOS_PREPAGO;CONSUMO_PREPAGO_ON;CONSUMO_PREPAGO_OFF
2014;3;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;32888160;0;32888160;0;0
2014;3;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10558365590;0;10558365590;0;0
2014;4;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;333392430;0;333392430;0;0
2014;4;1;830016046;AVANTEL S.A.S;10177033000;9371511000;805522000;0;0
2014;4;1;830114921;COLOMBIA MOVIL  S.A ESP;71394899000;42531825000;28863074000;0;0
2014;4;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;113576431000;99298242000;14278189000;0;0
2014;4;1;800153993;COMUNICACION CELULAR S A COMCEL S A;404188517000;216579235000;187609282000;0;0
2014;4;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;18057460;18057460;0;0;0
2014;4;1;900367669;UFF MOVIL SAS;1191925000;0;1191925000;0;0
2014;4;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;32591460;0;32591460;0;0
2014;4;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;11114330645;0;11114330645;0;0
2014;4;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;367921490;0;367921490;0;0
2014;4;2;830016046;AVANTEL S.A.S;10098501000;9728569000;369932000;0;0
2014;4;2;830114921;COLOMBIA MOVIL  S.A ESP;72779626000;43837203000;28942423000;0;0
2014;4;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;114745397000;100274621000;14470776000;0;0
2014;4;2;800153993;COMUNICACION CELULAR S A COMCEL S A;398266941000;214092757000;184174184000;0;0
2014;4;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;64828770;61596960;3231810;0;0
2014;4;2;900367669;UFF MOVIL SAS;1128823000;0;1128823000;0;0
2014;4;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;30845720;0;30845720;0;0
2014;4;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10909815735;0;10909815735;0;0
2014;4;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;444988940;0;444988940;0;0
2014;4;3;830016046;AVANTEL S.A.S;11028344000;10331516000;696828000;0;0
2014;4;3;830114921;COLOMBIA MOVIL  S.A ESP;78673764000;45408938000;33264826000;0;0
2014;4;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;116722067000;99744782000;16977285000;0;0
2014;4;3;800153993;COMUNICACION CELULAR S A COMCEL S A;414139194000;208504562000;205634633000;0;0
2014;4;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;222717870;210953430;11764440;0;0
2014;4;3;900367669;UFF MOVIL SAS;1311512000;0;1311512000;0;0
2014;4;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;35677130;0;35677130;0;0
2014;4;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;8325855309;0;8325855309;0;0
2015;1;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;417020000;0;417020000;NA;331.810.000
2015;1;1;830016046;AVANTEL S.A.S;10741196358;10309646773;431549585;NA;227.770.217
2015;1;1;830114921;COLOMBIA MOVIL  S.A ESP;73196124402;44028253835;29167870567;NA;13.089.065.901
2015;1;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;113693142334;94524486414;17891220419;NA;6.041.771.717
2015;1;1;800153993;COMUNICACION CELULAR S A COMCEL S A;385556543605;203259879255;182296664350;NA;44.428.922.180
2015;1;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;233720080;216841903;16878178;650,512;16.227.666
2015;1;1;900367669;UFF MOVIL SAS;1184721186;0;1184721186;NA;1.122.486.869
2015;1;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;31515770;0;31515770;NA;16.358.459
2015;1;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;11270202976;0;11270202976;NA;9.664.199.052
2015;1;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;389850000;0;389850000;NA;309.150.000
2015;1;2;830016046;AVANTEL S.A.S;11808796575;11490615946;318180629;NA;155.994.462
2015;1;2;830114921;COLOMBIA MOVIL  S.A ESP;70732350166;44495012919;26237337247;NA;11.643.133.012
2015;1;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;109135712558;93310930489;14820161804;NA;5.125.634.660
2015;1;2;800153993;COMUNICACION CELULAR S A COMCEL S A;358972756319;195791167449;163181588870;NA;39.770.470.876
2015;1;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;465686812;382518642;83168170;NA;78.144.898
2015;1;2;900367669;UFF MOVIL SAS;1074745341;0;1074745341;NA;1.015.775.994
2015;1;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;28444345;0;28444345;NA;14.201.378
2015;1;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10084432300;0;10084432300;NA;8.712.949.507
2015;1;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;446320000;0;446320000;NA;351.100.000
2015;1;3;830016046;AVANTEL S.A.S;13837450357;13159624212;677826145;NA;342.083.052
2015;1;3;830114921;COLOMBIA MOVIL  S.A ESP;74760381167;44918545479;29841835688;NA;13.511.776.418
2015;1;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;109776097520;91123566799;17828000000;NA;5.845.000.000
2015;1;3;800153993;COMUNICACION CELULAR S A COMCEL S A;362811045554;188871183096;173939862458;NA;43.503.050.515
2015;1;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;644956254;529999653;114956601;NA;107.624.762
2015;1;3;900367669;UFF MOVIL SAS;1146783022;0;1146783022;NA;1.085.909.529
2015;1;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;32372087;0;32372087;NA;15.597.481
2015;1;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;11144648995;0;11144648995;NA;9.542.048.470
2015;2;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;546901904;0;546901904;NA;429.087.038
2015;2;1;830016046;AVANTEL S.A.S;12071271947;11526542297;544729650;NA;265.400.888
2015;2;1;830114921;COLOMBIA MOVIL  S.A ESP;72485562762;44320595534;28164967228;NA;12.836.542.410
2015;2;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;106600413337;89466974038;16447194706;NA;5.528.274.913
2015;2;1;800153993;COMUNICACION CELULAR S A COMCEL S A;337984524954;178586992430;159397532524;NA;40.920.947.088
2015;2;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;837963653;690773048;147190605;NA;130.998.875
2015;2;1;900367669;UFF MOVIL SAS;1012774932;0;1012774932;NA;958.257.834
2015;2;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;33307374;0;33307374;NA;15.150.285
2015;2;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10125853455;0;10125853455;NA;8.570.522.364
2015;2;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;628024173;0;628024173;NA;481.671.234
2015;2;2;830016046;AVANTEL S.A.S;12906091344;12142683574;763407770;NA;377.183.853
2015;2;2;830114921;COLOMBIA MOVIL  S.A ESP;73539142031;44276716737;29262425294;NA;13.528.441.624
2015;2;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;106868110910;88221811214;18002000000;NA;6.008.000.000
2015;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;343828293595;172339871984;171488421611;NA;43.881.143.100
2015;2;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;1156343236;912251008;244092228;NA;216.671.463
2015;2;2;900367669;UFF MOVIL SAS;990984206;0;990984206;NA;937.567.353
2015;2;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;16037415;0;16037415;NA;7.360.001
2015;2;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10532081545;0;10532081545;NA;8.451.995.440
2015;2;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;683270000;0;683270000;NA;522.190.000
2015;2;3;830016046;AVANTEL S.A.S;13776269920;12666828794;1109441126;NA;580.446.452
2015;2;3;830114921;COLOMBIA MOVIL  S.A ESP;72180906157;43995442504;28185463653;NA;13.244.611.594
2015;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;104077558824;86063138969;17398687460;NA;5.560.917.993
2015;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;327374798931;163761413843;163613385088;NA;42.873.666.603
2015;2;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;1447950111;1069019033;378931078;NA;336.299.433
2015;2;3;900367669;UFF MOVIL SAS;942343640;0;942343640;NA;892.096.087
2015;2;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;22534154;0;22534154;NA;11.112.347
2015;2;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;9795195652;0;9795195652;NA;8.233.841.465
2015;3;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;628848251;0;628848251;NA;435.250.944
2015;3;1;830016046;AVANTEL S.A.S;14232122296;12948473255;1283649041;NA;663.767.382
2015;3;1;830114921;COLOMBIA MOVIL  S.A ESP;73193370769;42944619111;30248751658;NA;14.308.643.036
2015;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;105283961525;85683766461;18813252619;NA;6.037.812.551
2015;3;1;800153993;COMUNICACION CELULAR S A COMCEL S A;329427915641;158369087947;171058827694;NA;46.107.080.168
2015;3;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;1806869417;1271990341;534879077;NA;475.800.912
2015;3;1;900367669;UFF MOVIL SAS;928059985;0;928059986;NA;878.687.964
2015;3;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;23630435;0;23630435;844,356;22.786.079
2015;3;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;11182903076;0;11182903076;NA;9.447.316.519
2015;3;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;618542823;0;618542823;NA;426.598.064
2015;3;2;830016046;AVANTEL S.A.S;14830165762;13599142598;1231023164;NA;651.076.026
2015;3;2;830114921;COLOMBIA MOVIL  S.A ESP;71751812198;41576596657;30175215541;NA;14.565.945.092
2015;3;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;104148267761;84421389122;18374272012;NA;5.778.656.663
2015;3;2;800153993;COMUNICACION CELULAR S A COMCEL S A;316528743952;152539314428;163989429524;NA;30.501.038.744
2015;3;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;2088130568;1463193640;624936928;NA;558.827.991
2015;3;2;900367669;UFF MOVIL SAS;887535063;0;887535063;NA;839.906.218
2015;3;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;21537191;0;21537191;656,216;20.880.975
2015;3;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10166378649;0;10166378649;NA;8.682.087.366
2015;3;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;670800984;0;670800984;NA;463.389.207
2015;3;3;830016046;AVANTEL S.A.S;15352146801;13808685014;1543461787;NA;812.088.196
2015;3;3;830114921;COLOMBIA MOVIL  S.A ESP;70671842857;43083740366;27588102491;NA;13.297.908.141
2015;3;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;103486230851;84643078434;18097933420;NA;5.699.978.130
2015;3;3;800153993;COMUNICACION CELULAR S A COMCEL S A;308837972810;150259402553;158578570257;NA;29.743.588.239
2015;3;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;2643621967;1928271797;715350170;NA;639.078.963
2015;3;3;900367669;UFF MOVIL SAS;846878364;0;846878364;NA;799.963.871
2015;3;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;19206323;0;19206323;542,461;18.663.862
2015;3;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;13859667793;0;13859667793;NA;11.417.594.328
2015;4;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;805820851;0;805820851;NA;566.027.692
2015;4;1;830016046;AVANTEL S.A.S;15791953910;14160829815;1631124095;NA;880.411.881
2015;4;1;830114921;COLOMBIA MOVIL  S.A ESP;69741446124;41825828372;27915617752;NA;13.463.949.696
2015;4;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;104028151543;84060701054;19210377824;NA;6.121.618.783
2015;4;1;800153993;COMUNICACION CELULAR S A COMCEL S A;292521751931;130999059940;161522691991;NA;32.861.025.517
2015;4;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;2850811587;2118226039;732585548;NA;653.932.836
2015;4;1;900367669;UFF MOVIL SAS;651696660;0;651696660;NA;608.352.983
2015;4;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;17232587;0;17232587;489,037;16.743.550
2015;4;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;11723972245;0;11723972245;NA;9.658.372.471
2015;4;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;716178650;0;716178650;NA;496.813.921
2015;4;2;830016046;AVANTEL S.A.S;16314644556;14537002190;1777642366;NA;974.243.715
2015;4;2;830114921;COLOMBIA MOVIL  S.A ESP;65887174878;40653605007;25233569871;NA;12.645.151.321
2015;4;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;104062280429;86267122970;17091466291;NA;5.655.168.822
2015;4;2;800153993;COMUNICACION CELULAR S A COMCEL S A;298685093379;140861762043;157823331336;NA;30.036.181.430
2015;4;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;3193723116;2331580170;862142947;NA;770.405.215
2015;4;2;900367669;UFF MOVIL SAS;626255758;0;626255757;NA;585.043.395
2015;4;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;15792163;0;15792163;384,959;15.407.204
2015;4;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10849868412;0;10849868412;NA;8.867.992.477
2015;4;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;930802158;0;930802158;NA;654.353.106
2015;4;3;830016046;AVANTEL S.A.S;16883790297;15224028757;1659761540;NA;898.353.024
2015;4;3;830114921;COLOMBIA MOVIL  S.A ESP;70868232269;41460758902;29407473367;NA;14.799.264.844
2015;4;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;208090431972;86223649830;19635757998;NA;6.808.798.825
2015;4;3;800153993;COMUNICACION CELULAR S A COMCEL S A;306393234831;138449659199;167943575632;NA;32.050.883.378
2015;4;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;3602054270;2409913241;1192141029;NA;1.067.174.594
2015;4;3;900367669;UFF MOVIL SAS;687919174;0;687919174;NA;643.279.754
2015;4;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;17857138;0;17857139;470,772;17.386.367
2015;4;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10849868412;0;10849868412;NA;9.070.390.378
2016;1;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;831769091;0;831769091;NA;583.016.397
2016;1;1;830016046;AVANTEL S.A.S;11951622982;10726741635;1224881347;NA;676.992.157
2016;1;1;830114921;COLOMBIA MOVIL  S.A ESP;63182759628;37376893965;25805865663;NA;13.364.827.653
2016;1;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;97286234237;79925561283;17360672954;NA;6.102.258.463
2016;1;1;800153993;COMUNICACION CELULAR S A COMCEL S A;295895727662;144305700024;151590027638;NA;29.447.813.418
2016;1;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;3579285145;2587700110;991585035;NA;889.250.233
2016;1;1;900367669;UFF MOVIL SAS;579104392;0;579104392;NA;541.787.537
2016;1;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;14941017;0;14941017;395,368;14.545.649
2016;1;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10847725489;0;10847725489;NA;9.001.667.126
2016;1;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;767467295;0;767467295;NA;531.713.341
2016;1;2;830016046;AVANTEL S.A.S;11828500932;10462354976;1366145956;NA;735.869.056
2016;1;2;830114921;COLOMBIA MOVIL  S.A ESP;60111700618;36607250148;23504450470;NA;12.150.784.756
2016;1;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;93215674611;76877597217;16338077394;NA;5.605.290.254
2016;1;2;800153993;COMUNICACION CELULAR S A COMCEL S A;265925386753;129664049203;136261337550;NA;26.665.333.853
2016;1;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;3842496420;2898106282;944390137;NA;841.126.029
2016;1;2;900367669;UFF MOVIL SAS;534759025;0;534759025;NA;498.284.938
2016;1;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;13236707;0;13236707;416,931;12.819.776
2016;1;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10286734604;0;10286734604;NA;8.458.617.647
2016;1;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;976538032;0;976538032;NA;687.786.600
2016;1;3;830016046;AVANTEL S.A.S;12795060487;11101312793;1693747694;NA;914.332.400
2016;1;3;830114921;COLOMBIA MOVIL  S.A ESP;55910129056;30714999285;25195129771;NA;13.325.480.626
2016;1;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;91393850424;73757991320;17635859104;NA;5.804.615.914
2016;1;3;800153993;COMUNICACION CELULAR S A COMCEL S A;257608806158;119953577588;137655228570;NA;26.755.043.567
2016;1;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;3813531747;2960310885;853220861;NA;763.897.257
2016;1;3;900367669;UFF MOVIL SAS;501294624;0;501294624;NA;467.871.696
2016;1;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;12816441;0;12816441;389,376;12.427.065
2016;1;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10876363870;0;10876363870;NA;8.938.782.787
2016;2;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;947075606;0;947075606;NA;662.017.227
2016;2;1;830016046;AVANTEL S.A.S;12624357909;11036231681;1588126228;NA;855.992.278
2016;2;1;830114921;COLOMBIA MOVIL  S.A ESP;54029022982;30190594074;23838428908;NA;12.186.849.037
2016;2;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;86907419141;71102541511;15804877630;NA;5.683.302.592
2016;2;1;800153993;COMUNICACION CELULAR S A COMCEL S A;244425121104;114465981480;129959139624;NA;25.476.646.990
2016;2;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;4032625192;3115543242;917081950;NA;821.678.033
2016;2;1;900367669;UFF MOVIL SAS;502940758;0;502940758;NA;470.073.010
2016;2;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;12392852;0;12392852;364,789;12.028.063
2016;2;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10407151002;0;10407151002;NA;8.505.606.130
2016;2;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;936203896;0;936203896;NA;657.942.524
2016;2;2;830016046;AVANTEL S.A.S;9534383073;7743378707;1791004366;NA;976.854.288
2016;2;2;830114921;COLOMBIA MOVIL  S.A ESP;52939075901;28602927425;24336148476;NA;12.762.755.364
2016;2;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;86775836977;69423824727;17352012250;NA;5.873.204.997
2016;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;242098807317;113077521856;129021285461;NA;25.287.851.311
2016;2;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;4263411926;3317344902;946067024;NA;850.368.472
2016;2;2;900367669;UFF MOVIL SAS;500944288;0;500944288;NA;469.774.664
2016;2;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;5073150;0;5073150;127,341;4.945.809
2016;2;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10793791719;0;10793791719;NA;8.812.704.003
2016;2;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;983155130;0;983155130;NA;689.412.485
2016;2;3;830016046;AVANTEL S.A.S;14025453303;12190015505;1835437798;NA;965.077.233
2016;2;3;830114921;COLOMBIA MOVIL  S.A ESP;50485236645;27497924558;22987312087;NA;12.205.677.575
2016;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;84308411532;67493053946;16815357586;NA;5.113.149.960
2016;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;230256282403;106830729537;123425552866;NA;24.656.813.393
2016;2;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;4308504752;3504756279;803748473;NA;723.416.425
2016;2;3;900367669;UFF MOVIL SAS;463861555;0;463861555;NA;434.948.738
2016;2;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;4412509;0;4412509;168,823;4.243.686
2016;2;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10258953103;0;10258953103;NA;8.366.832.771
2016;3;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1053332089;0;1053332089;NA;746.436.010
2016;3;1;830016046;AVANTEL S.A.S;11284652299;9476933115;1807719184;NA;949.581.959
2016;3;1;830114921;COLOMBIA MOVIL  S.A ESP;50471727890;30494506777;19977221113;NA;9.122.538.806
2016;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;87154135346;69096893259;18057242087;NA;5.903.331.637
2016;3;1;800153993;COMUNICACION CELULAR S A COMCEL S A;235012943803;111586199994;123426743809;NA;25.596.047.202
2016;3;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;4634655359;3609695885;1024959474;NA;926.338.437
2016;3;1;900367669;UFF MOVIL SAS;449094183;0;449094183;NA;420.942.766
2016;3;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;7454792;0;7454792;275,438;7.179.354
2016;3;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;9609577271;0;9609577271;NA;7.823.006.448
2016;3;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1029438354;0;1029438354;NA;721.144.103
2016;3;2;830016046;AVANTEL S.A.S;10998449237;8940072279;2058376958;NA;1.081.924.164
2016;3;2;830114921;COLOMBIA MOVIL  S.A ESP;49153355953;29368052279;19785303674;NA;8.939.317.498
2016;3;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;85073172386;68168044772;16905127614;NA;5.471.985.582
2016;3;2;800153993;COMUNICACION CELULAR S A COMCEL S A;234493253821;108482105919;126011147902;NA;25.735.505.794
2016;3;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;5095035259;4049071312;1045963948;NA;948.088.111
2016;3;2;900367669;UFF MOVIL SAS;439214883;0;439214883;NA;409.826.172
2016;3;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;4755564;0;4755564;152,505;4.603.059
2016;3;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10059720582;0;10059720582;NA;8.158.496.869
2016;3;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1035971615;0;1035971615;NA;727.082.975
2016;3;3;830016046;AVANTEL S.A.S;9953876268;9111725744;842150524;NA;437.043.668
2016;3;3;830114921;COLOMBIA MOVIL  S.A ESP;47807597967;27174083901;20633514066;NA;9.100.930.050
2016;3;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;81848960830;65498501045;16350459785;NA;5.275.724.381
2016;3;3;800153993;COMUNICACION CELULAR S A COMCEL S A;227275511423;104145108642;123130402781;NA;25.824.590.077
2016;3;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;4941719132;3879665717;1062053414;NA;965.008.839
2016;3;3;900367669;UFF MOVIL SAS;420997748;0;420997748;NA;393.381.649
2016;3;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;321651;0;321651;13,75;307.901
2016;3;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;9729287235;0;9729287235;NA;7.875.390.909
2016;4;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1109322933;0;1109322933;NA;793.212.296
2016;4;1;830016046;AVANTEL S.A.S;9939134793;8391221458;1547913335;NA;804.110.547
2016;4;1;830114921;COLOMBIA MOVIL  S.A ESP;48060095028;26917698507;21142396521;NA;9.454.472.460
2016;4;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;78765673932;61301235282;17464438650;NA;5.472.194.743
2016;4;1;800153993;COMUNICACION CELULAR S A COMCEL S A;227711986129;102973892398;124738093731;NA;25.627.396.668
2016;4;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;5132167324;4035966483;1096200841;NA;998.413.506
2016;4;1;900367669;UFF MOVIL SAS;411798303;0;411798303;NA;384.266.744
2016;4;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;0;0;0;0;0
2016;4;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;9866253648;0;9866253648;NA;7.974.488.989
2016;4;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1075954586;0;1075954586;NA;764.271.711
2016;4;2;830016046;AVANTEL S.A.S;9636837659;8403833413;1233004246;NA;640.386.800
2016;4;2;830114921;COLOMBIA MOVIL  S.A ESP;48420337822;26316609356;22103728466;NA;10.198.720.636
2016;4;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;77063697836;59883529184;17180168652;NA;5.901.123.139
2016;4;2;800153993;COMUNICACION CELULAR S A COMCEL S A;223214302762;104062138640;119152164122;NA;25.000.210.279
2016;4;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;5266202000;4220109415;1046092586;NA;953.888.570
2016;4;2;900367669;UFF MOVIL SAS;394413751;0;394413751;NA;367.850.760
2016;4;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;0;0;0;0;0
2016;4;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;9227151638;0;9227151638;NA;7.452.761.735
2016;4;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1257552302;0;1257552302;NA;897.753.594
2016;4;3;830016046;AVANTEL S.A.S;7828775112;5762992095;2065783017;NA;1.079.131.583
2016;4;3;830114921;COLOMBIA MOVIL  S.A ESP;51566257478;30272687534;21293569944;NA;9.151.291.128
2016;4;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;77723874674;58730928584;18992946090;NA;6.274.658.946
2016;4;3;800153993;COMUNICACION CELULAR S A COMCEL S A;224520523602;92550827781;131969695821;NA;28.519.260.207
2016;4;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;5712131438;4247454710;1464676728;NA;1.339.417.434
2016;4;3;900367669;UFF MOVIL SAS;371847208;0;371847208;NA;352.662.638
2016;4;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;0;0;0;0;0
2016;4;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;10577645210;0;10577645210;NA;8.585.890.143
2017;1;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1189143820;0;1189143820;NA;849.078.274
2017;1;1;830016046;AVANTEL S.A.S;10126330728;8387562933;1738767795;NA;894.592.498
2017;1;1;830114921;COLOMBIA MOVIL  S.A ESP;49925898888;29838571641;20087327247;NA;9.386.376.395
