ANNO;TRIMESTRE;MODALIDAD;ID_PROVEEDOR;PROVEEDOR; ABONADOS 
2017;3;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2759150
2017;3;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2017;3;POSPAGO;830016046;AVANTEL S.A.S.;429231
2017;3;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1498412
2017;3;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3728814
2017;3;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;6604164
2017;3;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;208550
2017;3;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2017;3;POSPAGO;900973532;SUMA MOVIL SAS;0
2017;3;POSPAGO;900367669;UFF MOVIL SAS;0
2017;3;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;2751
2017;3;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2017;4;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1357366
2017;4;PREPAGO;830016046;AVANTEL S.A.S.;1502000
2017;4;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9877451
2017;4;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;10857671
2017;4;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;22664585
2017;4;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;377356
2017;4;PREPAGO;900367669;UFF MOVIL SAS;97634
2017;4;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2017;4;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2803168
2017;4;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2017;4;POSPAGO;830016046;AVANTEL S.A.S.;480424
2017;4;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1563860
2017;4;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3732884
2017;4;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;6688246
2017;4;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;217369
2017;4;POSPAGO;900367669;UFF MOVIL SAS;0
2017;4;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2017;4;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2018;1;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1578026
2018;1;PREPAGO;830016046;AVANTEL S.A.S.;1474827
2018;1;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9970576
2018;1;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11003849
2018;1;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;22717223
2018;1;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;349001
2018;1;PREPAGO;900367669;UFF MOVIL SAS;80638
2018;1;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;1;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2820484
2018;1;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2018;1;POSPAGO;830016046;AVANTEL S.A.S.;540711
2018;1;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1593141
2018;1;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3712291
2018;1;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;6683865
2018;1;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;238955
2018;1;POSPAGO;900367669;UFF MOVIL SAS;0
2018;1;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;1;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2018;1;PREPAGO;900973532;SUMA MOVIL SAS;409
2018;2;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1626699
2018;2;PREPAGO;830016046;AVANTEL S.A.S.;1461934
2018;2;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9967391
2018;2;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11298360
2018;2;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;22381248
2018;2;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;351529
2018;2;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2018;2;PREPAGO;900973532;SUMA MOVIL SAS;574
2018;2;PREPAGO;900367669;UFF MOVIL SAS;71115
2018;2;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;2;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2757292
2018;2;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2018;2;POSPAGO;830016046;AVANTEL S.A.S.;591326
2018;2;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1595868
2018;2;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3772300
2018;2;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;6786534
2018;2;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;250744
2018;2;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2018;2;POSPAGO;900973532;SUMA MOVIL SAS;0
2018;2;POSPAGO;900367669;UFF MOVIL SAS;0
2018;2;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;2;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2018;3;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1694567
2018;3;PREPAGO;830016046;AVANTEL S.A.S.;1507198
2018;3;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;10008653
2018;3;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11469280
2018;3;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;22345925
2018;3;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;323246
2018;3;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;212636
2018;3;PREPAGO;900973532;SUMA MOVIL SAS;1200
2018;3;PREPAGO;900367669;UFF MOVIL SAS;0
2018;3;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;3;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2698194
2018;3;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2018;3;POSPAGO;830016046;AVANTEL S.A.S.;613836
2018;3;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1612906
2018;3;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3821303
2018;3;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;6886963
2018;3;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;231760
2018;3;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2018;3;POSPAGO;900973532;SUMA MOVIL SAS;0
2018;3;POSPAGO;900367669;UFF MOVIL SAS;0
2018;3;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;3;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2018;4;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1661346
2018;4;PREPAGO;830016046;AVANTEL S.A.S.;1580942
2018;4;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;10160441
2018;4;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11880734
2018;4;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;22744160
2018;4;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;287046
2018;4;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;555937
2018;4;PREPAGO;900973532;SUMA MOVIL SAS;2460
2018;4;PREPAGO;900367669;UFF MOVIL SAS;0
2018;4;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;4;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2687737
2018;4;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2018;4;POSPAGO;830016046;AVANTEL S.A.S.;640676
2018;4;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1652051
2018;4;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3835482
2018;4;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;6936693
2018;4;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;199351
2018;4;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2018;4;POSPAGO;900973532;SUMA MOVIL SAS;0
2018;4;POSPAGO;900367669;UFF MOVIL SAS;0
2018;4;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2018;4;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2019;1;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1542278
2019;1;PREPAGO;830016046;AVANTEL S.A.S.;1630028
2019;1;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9826161
2019;1;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;12015286
2019;1;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;22890292
2019;1;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;249645
2019;1;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;629210
2019;1;PREPAGO;900973532;SUMA MOVIL SAS;3370
2019;1;PREPAGO;900367669;UFF MOVIL SAS;0
2019;1;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;1;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2735382
2019;1;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2019;1;POSPAGO;830016046;AVANTEL S.A.S.;656614
2019;1;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1729695
2019;1;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3868966
2019;1;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;6996809
2019;1;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;194535
2019;1;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2019;1;POSPAGO;900973532;SUMA MOVIL SAS;0
2019;1;POSPAGO;900367669;UFF MOVIL SAS;0
2019;1;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;1;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2019;2;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1770316
2019;2;PREPAGO;830016046;AVANTEL S.A.S.;1671380
2019;2;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9963118
2019;2;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;12097684
2019;2;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;23029188
2019;2;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;258103
2019;2;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;553045
2019;2;PREPAGO;900973532;SUMA MOVIL SAS;3554
2019;2;PREPAGO;900367669;UFF MOVIL SAS;0
2019;2;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;2;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2778854
2019;2;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2019;2;POSPAGO;830016046;AVANTEL S.A.S.;661016
2019;2;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1759088
2019;2;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3931388
2019;2;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7114931
2019;2;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;202416
2019;2;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2019;2;POSPAGO;900973532;SUMA MOVIL SAS;0
2019;2;POSPAGO;900367669;UFF MOVIL SAS;0
2019;2;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;2;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2019;3;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2019;3;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1191630
2019;3;POSPAGO;830016046;AVANTEL S.A.S.;658927
2019;3;PREPAGO;830016046;AVANTEL S.A.S.;1717157
2019;3;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1780987
2019;3;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9462024
2019;3;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;3995407
2019;3;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;12064547
2019;3;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7249104
2019;3;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;23327614
2019;3;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;169586
2019;3;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;245554
2019;3;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2019;3;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;449477
2019;3;POSPAGO;900973532;SUMA MOVIL SAS;0
2019;3;PREPAGO;900973532;SUMA MOVIL SAS;3741
2019;3;POSPAGO;900367669;UFF MOVIL SAS;0
2019;3;PREPAGO;900367669;UFF MOVIL SAS;0
2019;3;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;3;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;3;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2019;3;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2800297
2019;4;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2019;4;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1434851
2019;4;POSPAGO;830016046;AVANTEL S.A.S.;597276
2019;4;PREPAGO;830016046;AVANTEL S.A.S.;1705901
2019;4;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1837235
2019;4;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9804339
2019;4;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;4077225
2019;4;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;12003146
2019;4;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7350590
2019;4;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;23753480
2019;4;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;160575
2019;4;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;228722
2019;4;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2019;4;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;333761
2019;4;POSPAGO;900973532;SUMA MOVIL SAS;0
2019;4;PREPAGO;900973532;SUMA MOVIL SAS;9321
2019;4;POSPAGO;900367669;UFF MOVIL SAS;0
2019;4;PREPAGO;900367669;UFF MOVIL SAS;0
2019;4;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;4;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2019;4;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2019;4;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2986753
2020;1;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2020;1;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1606947
2020;1;POSPAGO;830016046;AVANTEL S.A.S.;544173
2020;1;PREPAGO;830016046;AVANTEL S.A.S.;1706597
2020;1;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1823564
2020;1;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9984620
2020;1;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;4140576
2020;1;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11773388
2020;1;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7383758
2020;1;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;23859906
2020;1;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;182796
2020;1;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;209967
2020;1;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2020;1;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;291210
2020;1;POSPAGO;900973532;SUMA MOVIL SAS;0
2020;1;PREPAGO;900973532;SUMA MOVIL SAS;11730
2020;1;POSPAGO;900367669;UFF MOVIL SAS;0
2020;1;PREPAGO;900367669;UFF MOVIL SAS;0
2020;1;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;1;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;1;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2020;1;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2973265
2020;2;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2020;2;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1756948
2020;2;POSPAGO;830016046;AVANTEL S.A.S.;499510
2020;2;PREPAGO;830016046;AVANTEL S.A.S.;977951
2020;2;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1707182
2020;2;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9329848
2020;2;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;4154633
2020;2;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11453582
2020;2;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7421749
2020;2;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;24112825
2020;2;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;169575
2020;2;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;181904
2020;2;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2020;2;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;272850
2020;2;POSPAGO;900973532;SUMA MOVIL SAS;0
2020;2;PREPAGO;900973532;SUMA MOVIL SAS;13058
2020;2;POSPAGO;900367669;UFF MOVIL SAS;0
2020;2;PREPAGO;900367669;UFF MOVIL SAS;0
2020;2;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;2;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;2;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2020;2;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2815403
2020;3;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2020;3;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1498443
2020;3;POSPAGO;830016046;AVANTEL S.A.S.;469411
2020;3;PREPAGO;830016046;AVANTEL S.A.S.;921302
2020;3;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1740206
2020;3;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;9755437
2020;3;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;4332314
2020;3;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11405662
2020;3;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7563876
2020;3;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;24459904
2020;3;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;179405
2020;3;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;148147
2020;3;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2020;3;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;244783
2020;3;POSPAGO;900973532;SUMA MOVIL SAS;0
2020;3;PREPAGO;900973532;SUMA MOVIL SAS;14456
2020;3;POSPAGO;900367669;UFF MOVIL SAS;0
2020;3;PREPAGO;900367669;UFF MOVIL SAS;0
2020;3;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;3;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;3;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2020;3;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2744831
2020;4;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2020;4;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1205229
2020;4;POSPAGO;830016046;AVANTEL S.A.S.;478242
2020;4;PREPAGO;830016046;AVANTEL S.A.S.;774606
2020;4;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1784516
2020;4;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;10718770
2020;4;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;4362606
2020;4;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;11935335
2020;4;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7765177
2020;4;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;25243585
2020;4;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;197712
2020;4;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;125434
2020;4;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2020;4;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;220353
2020;4;POSPAGO;900973532;SUMA MOVIL SAS;0
2020;4;PREPAGO;900973532;SUMA MOVIL SAS;15393
2020;4;POSPAGO;900367669;UFF MOVIL SAS;0
2020;4;PREPAGO;900367669;UFF MOVIL SAS;0
2020;4;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;4;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2020;4;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2020;4;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2833281
2020;4;POSPAGO;901104609;SETROC MOBILE GROUP SAS;0
2020;4;PREPAGO;901104609;SETROC MOBILE GROUP SAS;12331
2021;1;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2021;1;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1381616
2021;1;POSPAGO;830016046;AVANTEL S.A.S.;514014
2021;1;PREPAGO;830016046;AVANTEL S.A.S.;786381
2021;1;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;1860932
2021;1;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;11179985
2021;1;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;4520036
2021;1;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;12189416
2021;1;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;7919053
2021;1;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;25542054
2021;1;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;200162
2021;1;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;121927
2021;1;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2021;1;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;207362
2021;1;POSPAGO;900973532;SUMA MOVIL SAS;0
2021;1;PREPAGO;900973532;SUMA MOVIL SAS;14410
2021;1;POSPAGO;900367669;UFF MOVIL SAS;0
2021;1;PREPAGO;900367669;UFF MOVIL SAS;0
2021;1;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2021;1;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2021;1;POSPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;0
2021;1;PREPAGO;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;2980494
2021;1;POSPAGO;901104609;SETROC MOBILE GROUP SAS;0
2021;1;PREPAGO;901104609;SETROC MOBILE GROUP SAS;24511
2021;2;POSPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;0
2021;2;PREPAGO;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1135163
2021;2;POSPAGO;830016046;AVANTEL S.A.S.;283663
2021;2;PREPAGO;830016046;AVANTEL S.A.S.;691970
2021;2;POSPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;2099943
2021;2;PREPAGO;830114921;COLOMBIA MOVIL S.A. E.S.P.;10923631
2021;2;POSPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;4732330
2021;2;PREPAGO;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;12476977
2021;2;POSPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;8078465
2021;2;PREPAGO;800153993;COMUNICACION CELULAR S A COMCEL S A;25765054
2021;2;POSPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;182427
2021;2;PREPAGO;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. ESP.;112014
2021;2;POSPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;0
2021;2;PREPAGO;901162121;LOGISTICA FLASH COLOMBIA S.A.S;192443
2021;2;POSPAGO;900973532;SUMA MOVIL SAS;0
2021;2;PREPAGO;900973532;SUMA MOVIL SAS;14201
2021;2;POSPAGO;900367669;UFF MOVIL SAS;0
2021;2;PREPAGO;900367669;UFF MOVIL SAS;0
2021;2;POSPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
2021;2;PREPAGO;900092385;UNE EPM TELECOMUNICACIONES S.A.;0
